100 CARAT HEART,http://j-lyric.net/artist/a000fbd/l00e896.html,Moon Light パールの三日月 すべり降りMew Mew 子猫のふりして 夢の中へ予告状ならばTwinkle Wink今宵 いただきにまいります100カラットのハートは もう わたしのものよないしょで ないしょでしのびこんでみるの君のセキュリティ ふわり抜けて眠れない 止まらないため息 照らしてるMoon Light かくごなさいBaby Boy すっかり とりこにしちゃったけどMew Mew 子猫を気どって しらんぷりなの予定どおりだわ Secret Mission今宵 ユラユラと揺らします100カラットのハートは この手のひらの上キラキラ キラキラ瞬きはじめたら君のセキュリティ ほどけてゆく冷静 よそおい抵抗してもムダBaby Boy ごめんあそばせ予定どおりだわ Secret Mission今宵 ユラユラと揺らします100カラットのハートは この手のひらの上キラキラ キラキラ瞬きはじめたらなんで なみだが出ちゃうんだろうあいたくて ないしょで ないしょでしのびこんだ夢の中 だけどまだ しらんぷり「だいすき」ないしょの ささやき 聞こえたらBaby Boy かくごして ごめんあそばせ
100%LOVE,http://j-lyric.net/artist/a000fbd/l016d31.html,約束の5分前ほっぺを叩いてニヤけてしまう気持ちぎゅっと引き締めた始まりのページどんなふうに開けようか?DANDANと君に近づいてるしゃくだけどハミングしたくなるこれって恋かな?ブランドの服より 指輪より大切な宝物 見つけた君に逢いたい午後理想と現実とはまるで違うけど私だけの助手席ここだと気づいた春夏秋冬ずっと側に居たいからZINZINとハートに響いてるありふれた一言がウレシイ!これって恋かな?賑やかな週末の街角人波をかき分けてもうすぐ 君が駆けてくるよシグナルが青に変わる度に探しちゃうDANDANと君に近づいてる惹かれてるしゃくだけどハミングしたくなるこれって恋かな?さりげなく手をつないだ途端柔らかな日だまりが二人を祝福してくれた
14秒後にKISSして,http://j-lyric.net/artist/a000fbd/l04394e.html,14秒待てばきっと FALL IN LOVEKISS 14 SECONDS LOVE YOU唇とね　唇がね　触れ合うことってさ　ああ KISSと呼ぶのねただ隣で　見てるだけじゃ　そろそろわたし耐えれないわ無理無理いやでもどうしよ？　まるで準備が足りないわあれこれしたくてたまらない　つまりもう我慢の限界よやだ　ほら I KISS YOU目をつむって15秒数えてほしいの　今すぐ出来ないよでもね　恐くなってきっと逃げちゃうと思うのだから　お願いね　14秒後にそっちから KISS してKISS 14 SECONDS LOVE YOUあなたの腕　大きい背中　逞しい胸に　ああ　早く触れたいな...頭の中　あなただけよ　わたしをどうか笑わないでねぇねぇ本当は嫌なの？　少し勇気が足りないわでもでも預けてみたいの　かなり強引に行かなくちゃ今　ほら I HOLD YOU手を握って15秒数えてほしいの　すぐには行けないよ多分　赤くなってきっと照れちゃうと思うのだから　約束ね　14秒後にそっちから HUG して14 SECONDS LOVE YOU見つめ合って15秒数えてほしいの　今すぐ言えないよたとえ　恐くたってちゃんと告げたいと思うのだから　聞いてね「好きです」 I KISS YOU I HOLD YOU目をつむって15秒数えてほしいの　今すぐ出来ないよでもね　恐くなってきっと逃げちゃうと思うのだから　お願いね　14秒後にそっちから KISSして HUGして　愛して14秒待てばきっと FALL IN LOVE
14秒後にKISSして■,http://j-lyric.net/artist/a000fbd/l0439fd.html,14秒待てばきっとFALL IN LOVE■K■I■S■S■ 14■SECONDS■ LOVE YOU■唇とね■ 唇がね■ 触れ合うことってさ■ ああ■ KISSと呼ぶのね■ただ隣で■ 見てるだけじゃ■ そろそろわたし耐えれないわ■無理無理いやでもどうしよ?■ まるで準備が足りないわ■あれこれしたくてたまらない■ つまりもう我慢の限界よ■やだ■ ほら■ I KISS YOU■目をつむって15秒数えてほしいの■ 今すぐ出来ないよ■でもね■ 恐くなってきっと逃げちゃうと思うの■だから■ お願いね■ 14秒後にそっちからKISSして■K■I■S■S■ 14■SECONDS■ LOVE YOU■あなたの腕■ 大きい背中■ 逞しい胸に■ ああ■ 早く触れたいな...■頭の中■ あなただけよ■ わたしをどうか笑わないで■ねぇねぇ本当は嫌なの?■ 少し勇気が足りないわ■でもでも預けてみたいの■ かなり強引に行かなくちゃ■今■ ほら■ I HOLD YOU■手を握って15秒数えてほしいの■ すぐには行けないよ■多分■ 赤くなってきっと照れちゃうと思うの■だから■ 約束ね■ 14秒後にそっちからHUGして■14■SECONDS■ LOVE YOU■見つめ合って15秒数えてほしいの■ 今すぐ言えないよ■たとえ■ 恐くたってちゃんと告げたいと思うの■だから■ 聞いてね■「好きです■■■」 I KISS YOU■ I HOLD YOU■目をつむって15秒数えてほしいの■ 今すぐ出来ないよ■でもね■ 恐くなってきっと逃げちゃうと思うの■だから■ お願いね■ 14秒後にそっちからKISSして■ HUGして■ 愛して■14秒待てばきっとFALL IN LOVE■
A Day Of Little Girl～姫とウサギとおしゃべりこねこ,http://j-lyric.net/artist/a000fbd/l005207.html,※めぐる めぐる 夜空に言葉 全部 はじけてるずっと ずっと キラキラ光る 見てねまわる まわる 景色にほらね 全部 止まってるきっと きっと 君もそこにいる※たいくつな予感 ごまかして街がささやく 胸騒ぎ図書室の本 吸い込まれるの光の森 不思議ね嘘みたいおしゃべりな猫も おどろいた顔ね小さなうさぎ ほら 耳打ちしてるよさぁ この道を急ごう!めぐる めぐる 夜空に気持ち 全部 はじけてるそっと そっと 届くといいな 素敵!まわる まわる 景色に秘密 全部 ちりばめて君に あげる 気づいて欲しいないくつもの空を 見上げてる涙は少し 苦いけどみんなの笑顔 集めに行こう楽しいこと 両手で抱きしめて最後にはそうね ハッピーエンドでたくさんの気持ちと 生まれた言葉花火で打ち上げよう!(※くり返し)めぐる めぐる 夜空に気持ち 全部 はじけてるそっと そっと 届くといいなまわる まわる 景色に秘密 全部 ちりばめて君に あげる 気づいて欲しいな
Amazing Kiss,http://j-lyric.net/artist/a000fbd/l00ebe4.html,Amazing Kiss　キミに出逢った月あかり誘われて奇跡が飛び交う夜はAmazing! Precious Night きっとミルクみたいな星くず　寂しがりやの真夜中とろり落としてあげるわ　溶け合いましょう銀河のまるいカップ　浮かべた夢が回るどうしよう　あふれそうだわ恋して　恋して　甘くなれAmazing Kiss　星は輝く確かめ合うクチビル弾けて流れる恋はAmazing! Tasty Love きっといくつ時を数えたの?　感じ合う神秘の螺旋ゆらりキミを巻き込んで　どこへゆきましょう夜空に吸い込まれて　Marsに焦がされたら光の川に潜ってきらめく　きらめく　泡になれAmazing Kiss　星は輝くざわめくカラダ照らす偶然重なる鼓動Amazing! Misty Love きっとふたりになって　ひとつになって漂いましょう　dreaming moonlight黒い扉に　気をつけて　ねぇどこまでゆくの?　Rolling starlightDon't forget tonight Don't forget tonightどんな願いでも　imaginationDoushitehoshii? Doushitemitai?make it! make it!　叶えて　please...永遠に輝いて　教えて夢の続き目覚めてもそばにいてね消えない　消えない　愛になれAmazing Kiss　吐息盗んで透明な弧を描くAmazing Kiss　遠い世界へ連れて行ってAmazing Kiss　キミに出逢った月あかり誘われて奇跡が飛び交う夜はAmazing! Precious Night きっと
AMBER ～人魚の涙～,http://j-lyric.net/artist/a000fbd/l0101a3.html,青く澄みきった　深海の果て　あの人を想うの悲しみを包み込む　美しい面影憧れていた世界は　あまりにも眩しくてゆっくりと歩く事でさえ　痛みを伴ってしまうどんなに高い靴を履いても届かないその心あなたはどこですか?いっそのこと　全て海に流してしまいたい…なんて勇気もないくせに何かと引き換えにしてまで欲しいモノってどうなんだろ未来を生きる事よりも　今この時間をあなたと過ごしたい　ワガママもしてみたい声にならないこの愛しさ　届きますように願っています波も風もない景色の中で　想いだけが高鳴ってゆく人込みは苦手だけど　寂しいもキライ誰もが幸せな世の中に　深い喜びはあるのかな?素直さと無邪気さの違いって何だろう人間と人魚くらい違うのかな?いつまでたっても上手にならない言葉探し失敗は買ってでもしろって言うけどお店があるわけないしねぇ、自分の事を一番知ってるのって、本当に自分かな?※夜空の果てに興味はない　今この愛しさが泡になる前に　貫いてみたくなる叶う事のない夢なんて　捨ててしまいたいそれでも逢いたい※終わりなき　波のメロディー白夜に奏でよう「孤独」だって「友達」だよ優しさに触れて涙がこぼれた　輝きに変わる(※くり返し)未来を生きる事よりも　今この愛しさが泡になる前に　すぐに連れ去りたいけど魔法に負けない強さで　あなたを見つめてさよなら　永遠に静けさにゆらゆら揺られ　波と共にあなたの微笑みと　海へと帰ろう優しさになりたいよ
Angel Pride,http://j-lyric.net/artist/a000fbd/l00380b.html,さぁ 旅立ちの朝 Ringin' the bell ねぇ?夢のゲートが開くよLet's! クリーム色の空には そう希望の鐘が響くよヤ・ク・ソ・ク! 君だけの天使 わがままな天使でも 一途な想い 気付いてド・キ・ド・キ! ぜったい負けない ぜったい泣かないHello! 出会えてよかつたLet's! ブーツを脱いで 駆け出そう ねっ!宝石箱の未来へKiss! キャラメル色のレコード そぅしあわせになるメロディ※ダ・イ・ス・キ! 強がりな天使 欲張りな天使でも 最後まで そばにいてねガ・ン・バ レ! 太陽に負けない 雨の日も負けないホラ 勇気が出るでしょ?※遠い記憶を流れる 星の数のラプソディ人は愛の言葉 歌にたくすの君だけの天使 わがままな天使ねぇ 一途な想い 気付いてア・イ・シ・テ! いっぱい笑って 時々遊んでCherry… 君に甘えちゃおかな?(※くり返し)天使になりたい…。
Baby blue sky,http://j-lyric.net/artist/a000fbd/l01019e.html,待ち合わせの駅に　向かう急ぎ足騒ぎだす　はぁと　ほら　あと5分真っ白なスカート　ふわりと舞ってねぇ　新しい季節が近付いてるうつむいてばかりいちゃ　気付けないしあわせもったいないね　だから　そっと　瞳をあげよう※見上げれば　Baby blue手を伸ばし深呼吸今日も　hello! shiny day smiley dayねぇ　今なら言えるかな?Baby blue臆病な私にさよならそう　きっと　始まるの2人※降りそそぐお日様　優しい木もれ日ほら　見なれた並木道　輝き出すそばにいるそれだけで　しあわせよ　大好き春も夏も秋も冬もね　一緒にいたいなどこまでも　Baby blue手をつないで行こう今日も　hello! shiny day smiley dayねぇ　どきどき聞こえてる?Baby blue素直な気持ち伝えるからもう　ずっと　このままで2人(※くり返し)
Baby's Breath,http://j-lyric.net/artist/a000fbd/l001977.html,※花に降る雨を 真夜中の虹を君の心も今 感じてますか?今までの気持ち…。これからの気持ち…。君に贈る花束※一人ぼっちの あの頃の私大きな夢や 遠い空 見てました君に出会えて 扉が開いて小さな事が しあわせになりました薔薇のジャムみたいに 心が溶けたのうれしい言葉も君がくれた Baby's Breath△しあわせの種を 手のひらにのせて大きな花束を届けたくて大切なものは…。大切な人に…。必ず届くからね△青い自転車 大好きな街でなにげない日々 ずっと続けばいいな歌を歌って 心をつないで時には涙 一緒に流したいなそれは一瞬でも 永遠でもない大切な moments君と過ごす precious timeやわらかな風が 緑の季節が君の心を今 吹き抜けますか?見えない気持ちを..小さな勇気を明日も届けたいな人は淋しい時 愛を見つけるの出会えてよかった君に届け!Baby's Breath(△くり返し)(※くり返し)
